"REC_ID","REG_ID","BATCH_ID","APP","LATITUDE","LONGITUDE","INPUT_DATE"
766032480,"85530659524","62190377669",QR,"11.5697888","104.9244554",2026-08-07 06:58:18.771
772132785,"85530659524","62202519165",QR,"11.5774407","104.9180675",2026-08-08 12:43:11.672
772172478,"85530659524","62202574364",QR,"11.577458","104.9162715",2026-08-08 12:52:25.056
773689078,"85530659524","62204671697",QR,"11.5673773","104.9211195",2026-08-08 18:02:28.925
774720735,"85530659524","62206116497",QR,"11.5684098","104.9239979",2026-08-08 22:15:54.668
778855219,"85530659524","62215623691",QR,"11.5691797","104.9232072",2026-08-09 21:01:55.116
779430860,"85530659524","62220496654",QR,"11.5697721","104.9244499",2026-08-10 07:12:29.053
781052716,"85530659524","62222806731",QR,"11.5793124","104.9169024",2026-08-10 12:46:50.421
781071114,"85530659524","62222833928",QR,"11.5778427","104.9175809",2026-08-10 12:50:54.339
784277184,"85530659524","62230572790",QR,"11.5698046","104.9244658",2026-08-11 07:08:45.358
786051574,"85530659524","62233065855",QR,"11.57797","104.9189804",2026-08-11 12:50:35.679
787796553,"85530659524","62235490224",QR,"11.5710767","104.9251955",2026-08-11 18:19:40.244
787468286,"85530659524","62235037913",QR,"11.579299","104.9169204",2026-08-11 17:31:34.920
787469080,"85530659524","62235040283",QR,"11.579299","104.9169204",2026-08-11 17:31:48.630
788598530,"85530659524","62236617561",QR,"11.5701193","104.9244278",2026-08-11 20:40:19.891
788826983,"85530659524","62236938796",QR,"11.5700393","104.9256057",2026-08-11 21:53:48.408
788830494,"85530659524","62236942879",QR,"11.5700061","104.9254657",2026-08-11 21:55:16.135
789351384,"85530659524","62240501376",QR,"11.5697547","104.9245105",2026-08-12 07:07:38.298
790990756,"85530659524","62242792258",QR,"11.5793137","104.9168674",2026-08-12 12:48:37.637
792396761,"85530659524","62244731651",QR,"11.5793209","104.9168844",2026-08-12 17:31:28.445
792473307,"85530659524","62244834907",QR,"11.570142","104.9243884",2026-08-12 17:43:40.143
794164692,"85530659524","62250477545",QR,"11.5697287","104.9244389",2026-08-13 07:07:35.491
795755754,"85530659524","62252692792",QR,"11.5793465","104.9169701",2026-08-13 12:47:13.684
797373769,"85530659524","62254924047",QR,"11.5674063","104.9210248",2026-08-13 18:14:02.947
797534118,"85530659524","62255144941",QR,"11.5677816","104.9208947",2026-08-13 18:40:24.243
798756445,"85530659524","62260433983",QR,"11.5699087","104.9244345",2026-08-14 07:02:09.362
798074856,"85530659524","62255902265",QR,"11.5698999","104.9243711",2026-08-13 20:30:48.280
800341581,"85530659524","62262655882",QR,"11.5776064","104.9181388",2026-08-14 12:46:56.093
802792337,"85530659524","62266043596",QR,"11.5672173","104.922285",2026-08-14 20:56:38.114
802812871,"85530659524","62266072020",QR,"11.5673187","104.9223514",2026-08-14 21:03:05.065
804930993,"85530659524","62272547337",QR,"11.5774203","104.9180558",2026-08-15 12:42:26.454
806125339,"85530659524","62274189766",QR,"11.5671163","104.9227504",2026-08-15 16:59:57.767
805005915,"85530659524","62272650841",QR,"11.5776499","104.9164368",2026-08-15 12:59:12.750
806807243,"85530659524","62275129593",QR,"11.5474796","104.9327548",2026-08-15 18:55:36.585
806844021,"85530659524","62275181036",QR,"11.5474841","104.9342832",2026-08-15 19:02:16.826
806972494,"85530659524","62275361357",QR,"11.5473889","104.9343553",2026-08-15 19:27:16.572
807451309,"85530659524","62276033312",QR,"11.5698108","104.924449",2026-08-15 21:39:31.781
809650252,"85530659524","62282821930",QR,"11.5701381","104.9236522",2026-08-16 13:26:47.412
810634272,"85530659524","62284183263",QR,"11.5698614","104.9244594",2026-08-16 16:54:43.845
810602923,"85530659524","62284139701",QR,"11.5667258","104.9229951",2026-08-16 16:49:08.729
810875285,"85530659524","62284513951",QR,"11.5699628","104.9244544",2026-08-16 17:36:43.085
811675482,"85530659524","62285633224",QR,"11.5684431","104.923031",2026-08-16 20:11:56.945
811566408,"85530659524","62285477800",QR,"11.5685365","104.9232295",2026-08-16 19:45:47.266
812458904,"85530659524","62290474114",QR,"11.5697898","104.9245218",2026-08-17 07:12:32.088
814042149,"85530659524","62292689139",QR,"11.5793102","104.9168473",2026-08-17 12:52:12.630
814360605,"85530659524","62293129501",QR,"11.5774683","104.9162859",2026-08-17 14:04:31.231
815329960,"85530659524","62294474257",QR,"11.5670297","104.9228693",2026-08-17 17:19:51.809
815531775,"85530659524","62294750415",QR,"11.5677748","104.9209364",2026-08-17 17:53:50.752
815409336,"85530659524","62294584032",QR,"11.569854","104.9217788",2026-08-17 17:33:20.584
815398296,"85530659524","62294567257",QR,"11.569854","104.9217788",2026-08-17 17:31:22.956
815808331,"85530659524","62295130039",QR,"11.5673611","104.9211028",2026-08-17 18:38:58.429
815918897,"85530659524","62295281970",QR,"11.5678182","104.9207709",2026-08-17 18:58:20.538
815912019,"85530659524","62295273203",QR,"11.5678182","104.9207709",2026-08-17 18:57:09.803
816271574,"85530659524","62295780456",QR,"11.5679181","104.9208889",2026-08-17 20:13:10.424
816540453,"85530659524","62296159224",QR,"11.5697252","104.9243855",2026-08-17 21:42:14.694
816989595,"85530659524","62300399554",QR,"11.5699567","104.9243001",2026-08-18 07:03:31.134
818491599,"85530659524","62302498116",QR,"11.5792605","104.9168636",2026-08-18 12:45:26.886
819806631,"85530659524","62304313404",QR,"11.5684687","104.9230917",2026-08-18 17:34:52.755
820521153,"85530659524","62305306568",QR,"11.5699186","104.9244413",2026-08-18 19:52:56.200
820749399,"85530659524","62305630990",QR,"11.5685009","104.9239458",2026-08-18 21:00:28.733
820837426,"85530659524","62305752763",QR,"11.5698931","104.9243891",2026-08-18 21:38:11.723
821282839,"85530659524","62310404042",QR,"11.5697448","104.9244557",2026-08-19 07:06:57.610
822757700,"85530659524","62312474547",QR,"11.5783267","104.9181835",2026-08-19 12:43:56.333
824256126,"85530659524","62314541941",QR,"11.569613","104.9239552",2026-08-19 18:05:35.009
824650364,"85530659524","62315089827",QR,"11.5684546","104.9230671",2026-08-19 19:17:42.696
824733067,"85530659524","62315206392",QR,"11.5684401","104.9230232",2026-08-19 19:35:43.718
825586336,"85530659524","62320418430",QR,"11.5697122","104.9244598",2026-08-20 07:07:41.527
827041950,"85530659524","62322462445",QR,"11.5793008","104.9168453",2026-08-20 12:34:43.020
828418897,"85530659524","62324503337",QR,"11.5692493","104.9234042",2026-08-20 17:34:41.184
828745757,"85530659524","62325019405",QR,"11.5689764","104.9230749",2026-08-20 18:29:30.226
828590726,"85530659524","62324775786",QR,"11.5699298","104.9244219",2026-08-20 18:04:14.464
830007054,"85530659524","62330470869",QR,"11.5697212","104.9244455",2026-08-21 07:14:55.062
831432478,"85530659524","62332485636",QR,"11.5779629","104.9187352",2026-08-21 12:34:10.623
832826031,"85530659524","62334412122",QR,"11.5778229","104.9176209",2026-08-21 17:28:19.117
832958203,"85530659524","62334594197",QR,"11.577825","104.9175631",2026-08-21 17:51:17.312
833131494,"85530659524","62334831305",QR,"11.5734892","104.9203311",2026-08-21 18:18:53.700
833852764,"85530659524","62335844542",QR,"11.5675473","104.9245034",2026-08-21 20:48:40.577
836671758,"85530659524","62343494243",QR,"11.5694346","104.9229831",2026-08-22 15:35:26.605
836738844,"85530659524","62343587777",QR,"11.5670415","104.9224998",2026-08-22 15:50:20.360
836855100,"85530659524","62343750501",QR,"11.5672292","104.9227467",2026-08-22 16:12:52.258
836950798,"85530659524","62343882601",QR,"11.5712798","104.919989",2026-08-22 16:30:18.161
838651398,"85530659524","62350022835",QR,"11.5733526","104.9235121",2026-08-23 00:22:40.296
838661141,"85530659524","62350035595",QR,"11.5666874","104.9228883",2026-08-23 00:37:10.626
840366528,"85530659524","62352777608",QR,"11.5698175","104.9244583",2026-08-23 13:26:28.991
840581225,"85530659524","62353074545",QR,"11.5699277","104.9244735",2026-08-23 14:17:08.217
841183073,"85530659524","62353905489",QR,"11.5684486","104.9230345",2026-08-23 16:26:54.326
842579540,"85530659524","62355847230",QR,"11.5673609","104.9234077",2026-08-23 21:24:14.913
841201595,"85530659524","62353931019",QR,"11.5684486","104.9230345",2026-08-23 16:30:25.617
842572969,"85530659524","62355838754",QR,"11.5673609","104.9234077",2026-08-23 21:21:37.394
843121668,"85530659524","62360470156",QR,"11.5697195","104.9244489",2026-08-24 07:11:01.976
844643958,"85530659524","62362613499",QR,"11.5793842","104.9169441",2026-08-24 12:46:37.276
846182972,"85530659524","62364753523",QR,"11.5684473","104.9230516",2026-08-24 18:05:16.917
847623174,"85530659524","62370478751",QR,"11.5697213","104.9244369",2026-08-25 07:02:22.747
849307309,"85530659524","62372881659",QR,"11.5792959","104.9168301",2026-08-25 12:51:47.467
851624651,"85530659524","62376164624",QR,"11.5710922","104.9252297",2026-08-25 19:23:18.897
851812522,"85530659524","62376434495",QR,"11.5684627","104.9230764",2026-08-25 19:56:07.406
854473876,"85530659524","62382903265",QR,"11.5792096","104.9164329",2026-08-26 12:40:05.054
856049459,"85530659524","62385095403",QR,"11.5692347","104.9233957",2026-08-26 17:50:23.994
857582469,"85530659524","62390354493",QR,"11.5698741","104.9244478",2026-08-27 06:53:42.245
859183170,"85530659524","62392609379",QR,"11.579289","104.9168442",2026-08-27 12:51:45.016
860872352,"85530659524","62394968785",QR,"11.57975","104.8981725",2026-08-27 18:44:02.546
861125347,"85530659524","62395326186",QR,"11.5797895","104.8981733",2026-08-27 19:34:08.606
862011596,"85530659524","62400426076",QR,"11.5697188","104.9244283",2026-08-28 07:05:37.052
863478633,"85530659524","62402490940",QR,"11.5773966","104.918389",2026-08-28 12:28:33.630
865765204,"85530659524","62405686097",QR,"11.5671676","104.9313386",2026-08-28 20:09:37.898
865877150,"85530659524","62405846172",QR,"11.5674425","104.9237873",2026-08-28 20:39:56.595
865890177,"85530659524","62405864452",QR,"11.5697331","104.9246195",2026-08-28 20:44:00.523
867047080,"85530659524","62411180408",QR,"11.56975","104.9244482",2026-08-29 09:20:36.089
867955306,"85530659524","62412448482",QR,"11.5776538","104.9182544",2026-08-29 12:31:25.981
867967868,"85530659524","62412465968",QR,"11.5776538","104.9182544",2026-08-29 12:34:23.494
869448769,"85530659524","62414520974",QR,"11.5673862","104.9210574",2026-08-29 17:50:42.582
869703673,"85530659524","62414875253",QR,"11.5678164","104.9209091",2026-08-29 18:35:10.444
869759854,"85530659524","62414952293",QR,"11.5678351","104.9206939",2026-08-29 18:45:08.963
870278213,"85530659524","62415687338",QR,"11.5672279","104.9209605",2026-08-29 20:47:52.439
870293312,"85530659524","62415709016",QR,"11.5697819","104.9244417",2026-08-29 20:52:49.493
870466844,"85530659524","62415946929",QR,"11.5675664","104.9245269",2026-08-29 22:07:39.277
872852483,"85530659524","62423186674",QR,"11.5697756","104.9245903",2026-08-30 14:33:23.581
872728634,"85530659524","62423014128",QR,"11.5701278","104.9236629",2026-08-30 14:04:21.564
873309189,"85530659524","62423821215",QR,"11.5698989","104.9244606",2026-08-30 16:10:42.088
874055708,"85530659524","62424854512",QR,"11.5710788","104.9252303",2026-08-30 18:24:25.592
874222768,"85530659524","62425088898",QR,"11.569824","104.9245565",2026-08-30 18:55:32.510
874350139,"85530659524","62425269782",QR,"11.5543159","104.9329006",2026-08-30 19:21:44.002
874352761,"85530659524","62425272463",QR,"11.5543159","104.9329006",2026-08-30 19:22:14.920
874356203,"85530659524","62425277041",QR,"11.5543159","104.9329006",2026-08-30 19:22:57.213
874550022,"85530659524","62425554731",QR,"11.5701801","104.9238946",2026-08-30 20:09:24.692
874681557,"85530659524","62425741429",QR,"11.5696145","104.9236961",2026-08-30 20:48:34.403
875293255,"85530659524","62430450927",QR,"11.5697145","104.9244341",2026-08-31 07:13:30.047
876866395,"85530659524","62432660489",QR,"11.5792641","104.9168551",2026-08-31 12:49:18.580
879250795,"85530659524","62435974379",QR,"11.5689528","104.9230142",2026-08-31 20:42:09.209
879202668,"85530659524","62435907305",QR,"11.5684649","104.9230762",2026-08-31 20:28:13.968
879890048,"85530659524","62440429806",QR,"11.5697108","104.9244367",2026-09-01 07:06:32.938
879920362,"85530659524","62440472505",QR,"11.5697151","104.9244392",2026-09-01 07:15:20.452
881430602,"85530659524","62442575858",QR,"11.5774663","104.9180714",2026-09-01 12:32:10.129
882886770,"85530659524","62444587620",QR,"11.5793084","104.9168374",2026-09-01 17:24:46.380
883580090,"85530659524","62445538923",QR,"11.5689381","104.92342",2026-09-01 19:16:25.705
